Rule 1,Description 1,Rule 2,Description 2,Score (1-10),Reason
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_VPN_CONNECTION_TAGGED,"Checks if Amazon EC2 VPN connections have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
EC2_SECURITY_GROUP_ATTACHED_TO_ENI,Checks if non-default security groups are attached to elastic network interfaces. The rule is NON_COMPLIANT if the security group is not associated with a network interface.,EC2_SECURITY_GROUP_ATTACHED_TO_ENI_PERIODIC,Checks if non-default security groups are attached to Elastic network interfaces (ENIs). The rule is NON_COMPLIANT if the security group is not associated with an ENI. Security groups not owned by the calling account evaluate as NOT_APPLICABLE.,5,Similar names (88%); Similar descriptions (75%)
EC2_TRANSIT_GATEWAY_MULTICAST_DOMAIN_TAGGED,"Checks if Amazon EC2 transit gateway multicast domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (91%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_VPN_CONNECTION_TAGGED,"Checks if Amazon EC2 VPN connections have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (94%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (94%)
EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_PREFIX_LIST_TAGGED,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_PREFIX_LIST_TAGGED,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (94%)
EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_SESSION_TAGGED,"Checks if Amazon EC2 traffic mirror sessions have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (95%)
EC2_PREFIX_LIST_TAGGED,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_FILTER_TAGGED,"Checks if Amazon EC2 traffic mirror filters have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
EC2_PREFIX_LIST_TAGGED,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_SESSION_TAGGED,"Checks if Amazon EC2 traffic mirror sessions have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
EC2_PREFIX_LIST_TAGGED,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_TARGET_TAGGED,"Checks if Amazon EC2 traffic mirror targets have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
GUARDDUTY_EC2_PROTECTION_RUNTIME_ENABLED,Checks if ECS Runtime Monitoring with automated agent management is enabled for Amazon GuardDuty detector. The rule is NON_COMPLIANT if the feature is not enabled for your account or at least one member account in your organization.,GUARDDUTY_EKS_PROTECTION_RUNTIME_ENABLED,Checks if Amazon EKS Runtime Monitoring with automated agent management is enabled for GuardDuty detector in your account. The rule is NON_COMPLIANT if EKS Runtime Monitoring with automated agent management in GuardDuty is not enabled for your account.,5,Similar names (94%)
GUARDDUTY_ECS_PROTECTION_RUNTIME_ENABLED,Checks if ECS Runtime Monitoring with automated agent management is enabled for Amazon GuardDuty detector. The rule is NON_COMPLIANT if the feature is not enabled for your account or at least one member account in your organization.,GUARDDUTY_EKS_PROTECTION_RUNTIME_ENABLED,Checks if Amazon EKS Runtime Monitoring with automated agent management is enabled for GuardDuty detector in your account. The rule is NON_COMPLIANT if EKS Runtime Monitoring with automated agent management in GuardDuty is not enabled for your account.,5,Similar names (97%)
GUARDDUTY_EKS_PROTECTION_AUDIT_ENABLED,Checks if Audit Log Monitoring for Amazon Elastic Kubernetes Service (Amazon EKS) is enabled for an Amazon GuardDuty detector in your account. The rule is NON_COMPLIANT if the EKS Audit Log Monitoring feature is not enabled for your account.,GUARDDUTY_S3_PROTECTION_ENABLED,Checks if S3 Protection is enabled for an Amazon GuardDuty Detector in your account. The rule is NON_COMPLIANT if the S3 Protection feature in Amazon GuardDuty is not enabled for your account.,5,Similar names (83%); Similar descriptions (71%)
RDS_EVENT_SUBSCRIPTION_TAGGED,"Checks if Amazon RDS event subscriptions have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",RDS_OPTION_GROUP_TAGGED,"Checks if Amazon RDS option group resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
RDS_AURORA_POSTGRESQL_LOGS_TO_CLOUDWATCH,Checks if an Amazon Aurora PostgreSQL DB cluster is configured to publish PostgreSQL logs to Amazon CloudWatch Logs. This rule is NON_COMPLIANT if the DB cluster is not configured to publish PostgreSQL logs to Amazon CloudWatch Logs.,RDS_POSTGRESQL_LOGS_TO_CLOUDWATCH,Checks if an Amazon PostgreSQL DB instance is configured to publish logs to Amazon CloudWatch Logs. The rule is NON_COMPLIANT if the DB instance is not configured to publish logs to Amazon CloudWatch Logs.,5,Similar names (90%)
WORKSPACES_WORKSPACE_TAGGED,"Checks if Amazon WorkSpaces workspaces have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",WORKSPACES_CONNECTION_ALIAS_TAGGED,"Checks if Amazon WorkSpaces connection aliases have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (95%)
IOTTWINMAKER_COMPONENT_TYPE_TAGGED,"Checks if AWS IoT TwinMaker component types have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTTWINMAKER_WORKSPACE_TAGGED,"Checks if AWS IoT TwinMaker workspaces have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
COGNITO_IDENTITY_POOL_UNAUTH_ACCESS_CHECK,Checks if Amazon Cognito Identity Pool allows unauthenticated identities. The rule is NON_COMPLIANT if the Identity Pool is configured to allow unauthenticated identities.,COGNITO_IDENTITY_POOL_UNAUTHENTICATED_LOGINS,Checks if Amazon Cognito identity pools disallow unauthenticated logins. The rule is NON_COMPLIANT if configuration.AllowUnauthenticatedIdentities is true.,5,Similar descriptions (83%)
ATHENA_DATA_CATALOG_DESCRIPTION,Checks if Amazon Athena data catalogs have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.,ATHENA_PREPARED_STATEMENT_DESCRIPTION,Checks if Amazon Athena prepared statements have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.,5,Similar descriptions (92%)
ATHENA_DATA_CATALOG_DESCRIPTION,Checks if Amazon Athena data catalogs have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.,ATHENA_WORKGROUP_DESCRIPTION,Checks if Amazon Athena workgroups have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.,5,Similar descriptions (86%)
DMS_REPLICATION_TASK_SOURCEDB_LOGGING,Checks if logging is enabled with a valid severity level for AWS DMS replication tasks of a source database. The rule is NON_COMPLIANT if logging is not enabled or logs for DMS replication tasks of a source database have a severity level that is not valid.,DMS_REPLICATION_TASK_TARGETDB_LOGGING,Checks if logging is enabled with a valid severity level for AWS DMS replication task events of a target database. The rule is NON_COMPLIANT if logging is not enabled or replication task logging of a target database has a severity level that is not valid.,5,Similar names (89%); Similar descriptions (79%)
DMS_ENDPOINT_TAGGED,"Checks if AWS DMS endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DMS_REPLICATION_TASK_TAGGED,"Checks if AWS DMS replication tasks have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (95%)
APPMESH_VIRTUAL_SERVICE_TAGGED,"Checks if AWS App Mesh virtual services have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",APPMESH_MESH_TAGGED,"Checks if AWS App Mesh meshes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
APPMESH_VIRTUAL_SERVICE_TAGGED,"Checks if AWS App Mesh virtual services have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",APPMESH_GATEWAY_ROUTE_TAGGED,"Checks if AWS App Mesh gateway routes have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (95%)
APPMESH_MESH_TAGGED,"Checks if AWS App Mesh meshes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",APPMESH_GATEWAY_ROUTE_TAGGED,"Checks if AWS App Mesh gateway routes have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (95%)
APPMESH_MESH_TAGGED,"Checks if AWS App Mesh meshes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",APPMESH_VIRTUAL_NODE_TAGGED,"Checks if AWS App Mesh virtual nodes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (97%)
APPMESH_MESH_TAGGED,"Checks if AWS App Mesh meshes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",APPMESH_VIRTUAL_ROUTER_TAGGED,"Checks if AWS App Mesh virtual routers have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
APPMESH_MESH_TAGGED,"Checks if AWS App Mesh meshes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",APPMESH_VIRTUAL_GATEWAY_TAGGED,"Checks if AWS App Mesh virtual gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
APPMESH_GATEWAY_ROUTE_TAGGED,"Checks if AWS App Mesh gateway routes have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",APPMESH_VIRTUAL_NODE_TAGGED,"Checks if AWS App Mesh virtual nodes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
APPMESH_VIRTUAL_GATEWAY_LISTENERS_HEALTH_CHECK_ENABLED,Checks if listeners for AWS App Mesh virtual gateways have health check enabled. The rule is NON_COMPLIANT if configuration.Spec.Listeners[].HealthCheck does not exist in one or more listeners.,APPMESH_VIRTUAL_NODE_LISTENERS_OUTLIER_DETECT_ENABLED,Checks if listeners for AWS App Mesh virtual nodes have outlier detection enabled. The rule is NON_COMPLIANT if configuration.Spec.Listeners[].OutlierDetection does not exist in one or more listeners.,5,Similar descriptions (83%)
APPMESH_VIRTUAL_NODE_LISTENERS_HEALTH_CHECK_ENABLED,Checks if listeners for AWS App Mesh virtual nodes have health check enabled. The rule is NON_COMPLIANT if configuration.Spec.Listeners[].HealthCheck does not exist in one or more listeners.,APPMESH_VIRTUAL_NODE_LISTENERS_OUTLIER_DETECT_ENABLED,Checks if listeners for AWS App Mesh virtual nodes have outlier detection enabled. The rule is NON_COMPLIANT if configuration.Spec.Listeners[].OutlierDetection does not exist in one or more listeners.,5,Similar descriptions (86%)
REDSHIFT_SERVERLESS_DEFAULT_DB_NAME_CHECK,Checks if an Amazon Redshift Serverless namespace has changed its database name from the default value. The rule is NON_COMPLIANT if the database name for an Amazon Redshift Serverless namespace is set to `dev`.,REDSHIFT_SERVERLESS_DEFAULT_ADMIN_CHECK,Checks if an Amazon Redshift Serverless Namespace has changed the admin username from its default value. The rule is NON_COMPLIANT if the admin username for a Redshift Serverless Namespace is set to âadminâ.,5,Similar names (88%); Similar descriptions (73%)
ALB_TAGGED,"Checks if Application Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ALB_LISTENER_TAGGED,"Checks if Application Load Balancer listeners have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (98%)
NLB_LISTENER_TAGGED,"Checks if Network Load Balancer listeners have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",NLB_TAGGED,"Checks if Network Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (98%)
ELASTICACHE_REPL_GRP_ENCRYPTED_IN_TRANSIT,Checks if Amazon ElastiCache replication groups have encryption-in-transit enabled. The rule is NON_COMPLIANT for an ElastiCache replication group if 'TransitEncryptionEnabled' is set to 'false'.,ELASTICACHE_REPL_GRP_ENCRYPTED_AT_REST,Checks if Amazon ElastiCache replication groups have encryption-at-rest enabled. The rule is NON_COMPLIANT for an ElastiCache replication group if 'AtRestEncryptionEnabled' is disabled or if the KMS key ARN does not match the approvedKMSKeyArns parameter.,5,Similar names (84%); Similar descriptions (74%)
EKS_ADDON_TAGGED,"Checks if Amazon EKS add-ons have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EKS_FARGATE_PROFILE_TAGGED,"Checks if Amazon EKS fargate profiles have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (95%)
BATCH_JOB_QUEUE_ENABLED,Checks if AWS Batch job queues are enabled. The rule is NON_COMPLIANT if configuration.State is 'DISABLED'.,BATCH_JOB_QUEUE_TAGGED,"Checks if AWS Batch job queues have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar names (81%); Same core name
BATCH_COMPUTE_ENVIRONMENT_ENABLED,Checks if AWS Batch compute environments are enabled. The rule is NON_COMPLIANT if configuration.State is 'DISABLED'.,BATCH_COMPUTE_ENVIRONMENT_TAGGED,"Checks if AWS Batch compute environments have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar names (88%); Same core name
BATCH_COMPUTE_ENVIRONMENT_TAGGED,"Checks if AWS Batch compute environments have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",BATCH_JOB_QUEUE_TAGGED,"Checks if AWS Batch job queues have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (94%)
TRANSFER_AGREEMENT_DESCRIPTION,Checks if AWS Transfer Family agreements have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.,TRANSFER_WORKFLOW_DESCRIPTION,Checks if AWS Transfer Family workflows have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.,5,Similar descriptions (87%)
TRANSFER_WORKFLOW_DESCRIPTION,Checks if AWS Transfer Family workflows have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.,TRANSFER_CERTIFICATE_DESCRIPTION,Checks if AWS Transfer Family certificates have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.,5,Similar descriptions (87%)
TRANSFER_AGREEMENT_TAGGED,"Checks if AWS Transfer Family agreements have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",TRANSFER_CERTIFICATE_TAGGED,"Checks if AWS Transfer Family certificates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
TRANSFER_AGREEMENT_TAGGED,"Checks if AWS Transfer Family agreements have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",TRANSFER_CONNECTOR_TAGGED,"Checks if AWS Transfer Family connectors have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
TRANSFER_AGREEMENT_TAGGED,"Checks if AWS Transfer Family agreements have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",TRANSFER_WORKFLOW_TAGGED,"Checks if AWS Transfer Family workflows have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
WAF_GLOBAL_RULE_NOT_EMPTY,Checks if an AWS WAF global rule contains any conditions. The rule is NON_COMPLIANT if no conditions are present within the WAF global rule.,WAF_REGIONAL_RULEGROUP_NOT_EMPTY,Checks if WAF Regional rule groups contain any rules. The rule is NON_COMPLIANT if there are no rules present within a WAF Regional rule group.,5,Similar names (81%); Similar descriptions (73%)
WAF_GLOBAL_WEBACL_NOT_EMPTY,Checks whether a WAF Global Web ACL contains any WAF rules or rule groups. This rule is NON_COMPLIANT if a Web ACL does not contain any WAF rule or rule group.,WAF_REGIONAL_WEBACL_NOT_EMPTY,Checks if a WAF regional Web ACL contains any WAF rules or rule groups. The rule is NON_COMPLIANT if there are no WAF rules or rule groups present within a Web ACL.,5,Similar names (89%); Similar descriptions (77%)
WAF_REGIONAL_RULEGROUP_NOT_EMPTY,Checks if WAF Regional rule groups contain any rules. The rule is NON_COMPLIANT if there are no rules present within a WAF Regional rule group.,WAF_REGIONAL_RULE_NOT_EMPTY,Checks whether WAF regional rule contains conditions. This rule is COMPLIANT if the regional rule contains at least one condition and NON_COMPLIANT otherwise.,5,Similar names (92%)
SAGEMAKER_DOMAIN_TAGGED,"Checks if Amazon SageMaker domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_FEATURE_GROUP_TAGGED,"Checks if Amazon SageMaker feature groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
SAGEMAKER_FEATURE_GROUP_TAGGED,"Checks if Amazon SageMaker feature groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_APP_IMAGE_CONFIG_TAGGED,"Checks if Amazon SageMaker app image configs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (94%)
SAGEMAKER_FEATURE_GROUP_TAGGED,"Checks if Amazon SageMaker feature groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_IMAGE_TAGGED,"Checks if Amazon SageMaker images have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
GLB_LISTENER_TAGGED,"Checks if Gateway Load Balancer listeners have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",GLB_TAGGED,"Checks if Gateway Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (98%)
ROUTE53_HOSTED_ZONE_TAGGED,"Checks if Amazon Route 53 hosted zones have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_HEALTH_CHECK_TAGGED,"Checks if Amazon Route 53 health checks have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
ROUTE53_HOSTED_ZONE_TAGGED,"Checks if Amazon Route 53 hosted zones have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
ROUTE53_HOSTED_ZONE_TAGGED,"Checks if Amazon Route 53 hosted zones have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (94%)
ROUTE53_HEALTH_CHECK_TAGGED,"Checks if Amazon Route 53 health checks have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
